s152_d_2_D_pos	pos	s152_d_2_D(alice,bob,Start_relationship,End_relationship), var(End_relationship), first_day_year(2019,First_day), is_before(Start_relationship,First_day)
s152_d_2_E_neg	neg	s152_d_2_E(alice,bob,_,_,_)
s152_d_2_E_pos	pos	s152_d_2_E(alice,bob,_,_,_)
s152_d_2_F_neg	neg	s152_d_2_F(alice,bob,_,_,_)
s152_d_2_F_pos	pos	s152_d_2_F(alice,bob,_,_,_)
s152_d_2_G_neg	neg	s152_d_2_G(alice,bob,_,_)
s152_d_2_G_pos	pos	s152_d_2_G(alice,charlie,Start_relationship,End_relationship), var(End_relationship), first_day_year(2018,First_day), is_before(Start_relationship,First_day)
s152_d_2_H_neg	neg	s152_d_2_H(alice,bob,2015,_,_,_)
s152_d_2_H_pos	pos	s152_d_2_H(alice,bob,2018,_,_,_)
s1_a_1_i_neg	neg	s1_a_i(42876,7208)
s1_a_1_i_pos	pos	s1_a_i(17330,2600)
s1_a_1_ii_neg	neg	s1_a_ii(103272,24543)
s1_a_1_ii_pos	pos	s1_a_ii(42876,7208)
s1_a_1_iii_neg	neg	s1_a_iii(164612,44789)
s1_a_1_iii_pos	pos	s1_a_iii(103272,24543)
s1_a_1_iv_neg	neg	s1_a_iv(684642,247647)
s1_a_1_iv_pos	pos	s1_a_iv(164612,44789)
s1_a_1_neg	neg	s1_a(alice,2017,_,24056)
s1_a_1_pos	pos	s1_a(alice,2017,_,2600)
s1_a_1_v_neg	neg	s1_a_v(17330,2600)
s1_a_1_v_pos	pos	s1_a_v(684642,247647)
s1_a_2_i_neg	neg	s1_a_i(70117,14836)
s1_a_2_i_pos	pos	s1_a_i(25561,3834)
s1_a_2_ii_neg	neg	s1_a_ii(95129,22018)
s1_a_2_ii_pos	pos	s1_a_ii(70117,14836)
s1_a_2_iii_neg	neg	s1_a_iii(236422,70640)
s1_a_2_iii_pos	pos	s1_a_iii(95129,22018)
s1_a_2_iv_neg	neg	s1_a_iv(615572,220295)
s1_a_2_iv_pos	pos	s1_a_iv(236422,70640)
s1_a_2_neg	neg	s1_a(alice,2017,_,65445)
s1_a_2_pos	pos	s1_a(alice,2017,_,14836)
s1_a_2_v_neg	neg	s1_a_v(25561,3834)
s1_a_2_v_pos	pos	s1_a_v(615572,220295)
s1_b_i_neg	neg	s1_b_i(1172980,442985)
s1_b_i_pos	pos	s1_b_i(9560,1434)
s1_b_ii_neg	neg	s1_b_ii(9560,1434)
s1_b_ii_pos	pos	s1_b_ii(54775,11489)
s1_b_iii_neg	neg	s1_b_iii(54775,11489)
s1_b_iii_pos	pos	s1_b_iii(97407,24056)
s1_b_iv_neg	neg	s1_b_iv(97407,24056)
s1_b_iv_pos	pos	s1_b_iv(194512,57509)
s1_b_neg	neg	s1_b(alice,2017,_,207772)
s1_b_pos	pos	s1_b(alice,2017,_,24056)
s1_b_v_neg	neg	s1_b_v(194512,57509)
s1_b_v_pos	pos	s1_b_v(1172980,442985)
s1_c_i_neg	neg	s1_c_i(718791,265413)
s1_c_i_pos	pos	s1_c_i(7748,1162)
s1_c_ii_neg	neg	s1_c_ii(7748,1162)
s1_c_ii_pos	pos	s1_c_ii(22895,3538)
s1_c_iii_neg	neg	s1_c_iii(22895,3538)
s1_c_iii_pos	pos	s1_c_iii(102268,27225)
s1_c_iv_neg	neg	s1_c_iv(102268,27225)
s1_c_iv_pos	pos	s1_c_iv(210204,65445)
s1_c_neg	neg	s1_c(alice,2017,_,2600)
s1_c_pos	pos	s1_c(alice,2017,_,65445)
s1_c_v_neg	neg	s1_c_v(210204,65445)
s1_c_v_pos	pos	s1_c_v(718791,265413)
s1_d_i_neg	neg	s1_d_i(67285,17123)
s1_d_i_pos	pos	s1_d_i(6662,999)
s1_d_ii_neg	neg	s1_d_ii(113580,33653)
s1_d_ii_pos	pos	s1_d_ii(28864,5683)
s1_d_iii_neg	neg	s1_d_iii(6662,999)
s1_d_iii_pos	pos	s1_d_iii(67285,17123)
s1_d_iv_neg	neg	s1_d_iv(28864,5683)
s1_d_iv_pos	pos	s1_d_iv(113580,33653)
s1_d_neg	neg	s1_d(alice,_,2017,_,14836)
s1_d_pos	pos	s1_d(alice,_,2017,_,207772)
s1_d_v_neg	neg	s1_d_v(554313,20772)
s1_d_v_pos	pos	s1_d_v(554313,207772)
s2_a_1_A_neg	neg	s2_a_1_A(bob,_,_,_,2014)
s2_a_1_A_pos	pos	s2_a_1_A(bob,_,_,_,2015)
s2_a_1_B_neg	neg	s2_a_1_B(bob,_,_,2020)
s2_a_1_B_pos	pos	s2_a_1_B(bob,_,_,2016)
s2_a_2_A_neg	neg	s2_a_2_A(bob,_,_,_,2014)
s2_a_2_A_pos	pos	s2_a_2_A(bob,_,_,_,2015)
s2_a_2_B_neg	neg	s2_a_2_B(bob,_,2014)
s2_a_2_B_pos	pos	s2_a_2_B(bob,_,2014)
s2_b_1_A_i_II_neg	neg	s2_b_1_A_i_II(charlie,bob,2018)
s2_b_1_A_i_II_pos	pos	s2_b_1_A_i_II(charlie,bob,2018)
s2_b_1_A_i_I_neg	neg	s2_b_1_A_i_I(charlie,2017)
s2_b_1_A_i_I_pos	pos	s2_b_1_A_i_I(charlie,2017)
s2_b_1_A_i_neg	neg	s2_b_1_A_i(_,bob,2018)
s2_b_1_A_i_pos	pos	s2_b_1_A_i(_,charlie,2018)
s2_b_1_A_ii_neg	neg	s2_b_1_A_ii(_,charlie,2017)
s2_b_1_A_ii_pos	pos	s2_b_1_A_ii(_,charlie,2017)
s2_b_1_A_neg	neg	s2_b_1_A(bob,_,_,2018)
s2_b_1_A_pos	pos	s2_b_1_A(bob,_,_,2018)
s2_b_1_B_neg	neg	s2_b_1_B(bob,_,_,_,2018)
s2_b_1_B_pos	pos	s2_b_1_B(bob,_,_,_,2018)
s2_b_1_neg	neg	s2_b_1(bob,_,_,2016)
s2_b_1_pos	pos	s2_b_1(bob,_,_,2018)
s2_b_2_A_neg	neg	s2_b_2_A(alice,bob,_,_,2010)
s2_b_2_A_pos	pos	s2_b_2_A(alice,bob,_,_,2018)
s2_b_2_B_neg	neg	s2_b_2_B(bob,_,2015)
s2_b_2_B_pos	pos	s2_b_2_B(bob,_,2013)
s2_b_2_C_neg	neg	s2_b_2_C(bob,_,_,2014)
s2_b_2_C_pos	pos	s2_b_2_C(bob,_,_,2014)
s2_b_3_A_neg	neg	s2_b_3_A(bob,2019,_)
s2_b_3_A_pos	pos	s2_b_3_A(bob,2018,_)
s2_b_3_B_neg	neg	s2_b_3_B(bob,_,2018)
s2_b_3_B_pos	pos	s2_b_3_B(bob,charlie,2018)
s3301_neg	neg	s3301(alice,2016,_,_,_,26362)
s3301_pos	pos	s3301(alice,2015,_,_,_,27181)
s3306_a_1_A_neg	neg	s3306_a_1_A(alice,2019,_)
s3306_a_1_A_pos	pos	s3306_a_1_A(alice,2017,_)
s3306_a_1_B_neg	neg	s3306_a_1_B(alice,_,_,2017)
s3306_a_1_B_pos	pos	s3306_a_1_B(alice,_,_,2017)
s3306_a_1_neg	neg	s3306_a_1(alice,2018)
s3306_a_1_pos	pos	s3306_a_1(bob,2018)
s3306_a_2_A_neg	neg	s3306_a_2_A(alice,2017,_,_)
s3306_a_2_A_pos	pos	s3306_a_2_A(alice,2017,_,_)
s3306_a_2_B_neg	neg	s3306_a_2_B(alice,_,_,_,_,2017)
s3306_a_2_B_pos	pos	s3306_a_2_B(alice,_,_,_,_,2017)
s3306_a_3_neg	neg	s3306_a_3(alice,_,_,2017)
s3306_a_3_pos	pos	s3306_a_3(bob,_,_,2018)
s3306_b_10_A_neg	neg	s3306_b_10_A(alice_pays,alice_employer,bob,alice,_,_)
s3306_b_10_A_pos	pos	s3306_b_10_A(alice_pays,_,_,_,_,_)
s3306_b_10_B_neg	neg	s3306_b_10_B(alice,alice_pays,_)
s3306_b_10_B_pos	pos	s3306_b_10_B(_,alice_pays,_)
s3306_b_11_neg	neg	s3306_b_11(alice_pays,alice_employer,_)
s3306_b_11_pos	pos	s3306_b_11(alice_pays,_,_)
s3306_b_15_neg	neg	s3306_b_15(alice_pays,alice,charlie,bob,_)
s3306_b_15_pos	pos	s3306_b_15(alice_pays,_,_,_,_)
s3306_b_2_A_neg	neg	s3306_b_2_A(alice_pays_bob)
s3306_b_2_A_pos	pos	s3306_b_2_A(health_insurance_fund)
s3306_b_2_C_neg	neg	s3306_b_2_C(retirement_fund)
s3306_b_2_C_pos	pos	s3306_b_2_C(life_insurance_fund)
s3306_b_7_neg	neg	s3306_b_7(alice_pays_bob,alice_employer,alice,bob,_,_)
s3306_b_7_pos	pos	s3306_b_7(alice_pays_bob,_,_,_,_,_)
s3306_b_neg	neg	s3306_b(_,alice_pays,alice_employer,alice,bob,alice,bob,_)
s3306_b_pos	pos	s3306_b(_,alice_pays,_,_,_,_,_,_)
s3306_c_10_A_i_neg	neg	s3306_c_10_A_i(alice,"johns hopkins university","2017-01-01")
s3306_c_10_A_i_pos	pos	s3306_c_10_A(alice_employed,"johns hopkins university",alice,"2017-01-01"), s3306_c_10_A_i(alice,"johns hopkins university","2017-01-01")
s3306_c_10_A_ii_neg	neg	s3306_c_10_A_ii(alice,bob,"2017-01-01")
s3306_c_10_A_ii_pos	pos	s3306_c_10_A_ii(alice,bob,"2017-01-01")
s3306_c_10_B_neg	neg	s3306_c_10_B(alice_employed,_,alice,"2017-03-01")
s3306_c_10_B_pos	pos	s3306_c_10_B(alice_employed,_,alice,"2017-03-15")
s3306_c_11_neg	neg	s3306_c_11(alice_employed,_)
s3306_c_11_pos	pos	s3306_c_11(alice_employed,_)
s3306_c_13_neg	neg	s3306_c_13(alice_employed,_,_,"2017-01-01")
s3306_c_13_pos	pos	s3306_c_13(alice_employed,_,_,"2017-01-01")
s3306_c_16_neg	neg	s3306_c_16(alice_employed,_)
s3306_c_16_pos	pos	s3306_c_16(alice_employed,_)
s3306_c_1_A_i_neg	neg	s3306_c_1_A_i(alice,_,bob,_,2017)
s3306_c_1_A_i_pos	pos	s3306_c_1_A_i(alice,_,[bob],_,2017)
s3306_c_1_B_neg	neg	s3306_c_1_B(alice_employer,_)
s3306_c_1_B_pos	pos	s3306_c_1_B(alice_employer,_)
s3306_c_1_neg	neg	s3306_c_1(alice_employer,2017)
s3306_c_1_pos	pos	s3306_c_1(alice_employer,2017)
s3306_c_21_neg	neg	s3306_c_21(alice_employed,alice,_,"2017-01-01")
s3306_c_21_pos	pos	s3306_c_21(alice_employed,alice,_,"2017-01-01")
s3306_c_2_neg	neg	s3306_c_2(alice_employer,_,2017)
s3306_c_2_pos	pos	s3306_c_2(alice_employer,_,2017)
s3306_c_5_neg	neg	s3306_c_5(_,alice,bob,"2017-02-01")
s3306_c_5_pos	pos	s3306_c_5(_,alice,bob,"2017-02-01")
s3306_c_6_neg	neg	s3306_c_6(alice_employed)
s3306_c_6_pos	pos	s3306_c_6(alice_employed)
s3306_c_7_neg	neg	s3306_c_7(alice_employed,_)
s3306_c_7_pos	pos	s3306_c_7(alice_employed,_)
s3306_c_A_neg	neg	s3306_c_A(alice_employer,_,_)
s3306_c_A_pos	pos	s3306_c_A(alice_employer,_,_)
s3306_c_B_neg	neg	s3306_c_B(_,alice,bob,_)
s3306_c_B_pos	pos	s3306_c_B(alice_employer,_,_,_)
s63_a_neg	neg	s63_a(alice,2017,31200,_,_)
s63_a_pos	pos	s63_a(alice,2017,26948,_,_)
s63_b_neg	neg	s63_b(alice,2017,31400,_)
s63_b_pos	pos	s63_b(alice,2017,31200,_)
s63_c_1_neg	neg	s63_c_1(alice,2017,4000)
s63_c_1_pos	pos	s63_c_1(alice,2017,5000)
s63_c_2_A_i_neg	neg	s63_c_2_A_i(alice,_,2017)
s63_c_2_A_i_pos	pos	s63_c_2_A_i(alice,_,2017)
s63_c_2_A_ii_neg	neg	s63_c_2_A_ii(alice,2017)
s63_c_2_A_ii_pos	pos	s63_c_2_A_ii(alice,2017)
s63_c_2_B_neg	neg	s63_c_2_B(alice,2017,4400)
s63_c_2_B_pos	pos	s63_c_2_B(alice,2017,4400)
s63_c_2_C_neg	neg	s63_c_2_C(2017,4400)
s63_c_2_C_pos	pos	s63_c_2_C(2017,3000)
s63_c_3_neg	neg	s63_c_3(alice,300,2017)
s63_c_3_pos	pos	s63_c_3(alice,1200,2017)
s63_c_5_neg	neg	s63_c_5(bob,_,_,2017,500)
s63_c_5_pos	pos	s63_c_5(bob,_,_,2017,500)
s63_c_6_A_neg	neg	s63_c_6_A(alice,_,_,2017)
s63_c_6_A_pos	pos	s63_c_6_A(alice,_,_,2017)
s63_c_6_B_neg	neg	s63_c_6_B(alice,2017)
s63_c_6_B_pos	pos	s63_c_6_B(alice,2017)
s63_c_6_D_neg	neg	s63_c_6_D("Walter Brown Family Trust II",2021)
s63_c_6_D_pos	pos	s63_c_6_D("Walter Brown Family Trust II",1999)
s63_c_7_i_neg	neg	s63_c_7_i(2019,4400)
s63_c_7_i_pos	pos	s63_c_7_i(2019,18000)
s63_c_7_ii_neg	neg	s63_c_7_ii(2019,3000)
s63_c_7_ii_pos	pos	s63_c_7_ii(2019,12000)
s63_d_2_neg	neg	s63_d_2(alice,[1200],2017)
s63_d_2_pos	pos	s63_d_2(alice,[2000],2017)
s63_d_neg	neg	s63_d(alice,_,2000,2017)
s63_d_pos	pos	s63_d(alice,_,1200,2017)
s63_f_1_A_neg	neg	s63_f_1_A(bob,2017)
s63_f_1_A_pos	pos	s63_f_1_A(alice,2017)
s63_f_1_B_neg	neg	s63_f_1_B(alice,_,2017)
s63_f_1_B_pos	pos	s63_f_1_B(bob,_,2017)
s63_f_2_A_neg	neg	s63_f_2_A(bob,2017)
s63_f_2_A_pos	pos	s63_f_2_A(alice,2017)
s63_f_2_B_neg	neg	s63_f_2_B(alice,_,2017)
s63_f_2_B_pos	pos	s63_f_2_B(bob,_,2017)
s63_f_3_neg	neg	s63_f_3(alice,2017,600)
s63_f_3_pos	pos	s63_f_3(alice,2017,750)
s68_a_1_neg	neg	 s68_b(alice,Applicable_amount,2016), gross_income(alice,2016,Gross_income), s68_a_1(Gross_income,Applicable_amount,306) 
s68_a_1_pos	pos	s68_b(alice,Applicable_amount,2016), gross_income(alice,2016,Gross_income), s68_a_1(Gross_income,Applicable_amount,306)
s68_a_2_neg	neg	s68_a_2(alice,_,47000,2016)
s68_a_2_pos	pos	s68_a_2(alice,_,48000,2016)
s68_b_1_A_neg	neg	s68_b_1_A(alice,_,_,_,2016)
s68_b_1_A_pos	pos	s68_b_1_A(alice,_,_,300000,2016)
s68_b_1_B_neg	neg	s68_b_1_B(alice,275000,2016)
s68_b_1_B_pos	pos	s68_b_1_B(alice,275000,2016)
s68_b_1_C_neg	neg	s68_b_1_C(alice,_,2016)
s68_b_1_C_pos	pos	s68_b_1_C(alice,250000,2016)
s68_b_1_D_neg	neg	s68_b_1_D(alice,150000,2016)
s68_b_1_D_pos	pos	s68_b_1_D(alice,150000,2016)
s68_f_neg	neg	s68_f(2014)
s68_f_pos	pos	s68_f(2018)
s7703_a_1_neg	neg	s7703_a_1(alice,_,_,_,2018)
s7703_a_1_pos	pos	s7703_a_1(alice,_,_,_,2012)
s7703_a_2_neg	neg	s7703_a_2(alice,_,_,_,2012)
s7703_a_2_pos	pos	s7703_a_2(alice,_,_,_,2018)
s7703_b_1_neg	neg	s7703_b_1(alice,_,_,2018)
s7703_b_1_pos	pos	s7703_b_1(alice,_,_,2018)
s7703_b_2_neg	neg	s7703_b_2(alice,alice_s_house,_,2018)
s7703_b_2_pos	pos	s7703_b_2(alice,alice_s_house,_,2018)
s7703_b_3_neg	neg	s7703_b_3(alice,_,alice_s_house,2018)
s7703_b_3_pos	pos	s7703_b_3(alice,_,alice_s_house,2018)
tax_case_1	pos	tax(alice,2019,0)
tax_case_10	pos	tax(alice,2017,68844)
tax_case_100	pos	tax(alice,2006,66088)
tax_case_11	pos	tax(alice,2015,0)
tax_case_12	pos	tax(alice,2020,118227)
tax_case_13	pos	tax(bob,2017,8710)
tax_case_14	pos	tax(alice,2017,8582)
tax_case_15	pos	tax(alice,2017,5460)
tax_case_16	pos	tax(alice,2017,4938)
tax_case_17	pos	tax(bob,2015,4509)
tax_case_18	pos	tax(alice,2015,19801)
tax_case_19	pos	tax(alice,2017,16664)
tax_case_2	pos	tax(alice,2013,26567)
tax_case_20	pos	tax(alice,2017,90683)
tax_case_21	pos	tax(alice,2018,15777)
tax_case_22	pos	tax(alice,2017,2174)
tax_case_23	pos	tax(bob,2014,26549)
tax_case_24	pos	tax(alice,2017,19039)
tax_case_25	pos	tax(alice,2018,259487)
tax_case_26	pos	tax(alice,2019,196056)
tax_case_27	pos	tax(alice,2017,3720)
tax_case_28	pos	tax(alice,2017,344848)
tax_case_29	pos	tax(alice,2016,40741)
tax_case_3	pos	tax(alice,2017,3390)
tax_case_30	pos	tax(alice,2017,249)
tax_case_31	pos	tax(alice,2017,6621)
tax_case_32	pos	tax(alice,2019,2242833)
tax_case_33	pos	tax(alice,2015,27181)
tax_case_34	pos	tax(alice,2017,2684)
tax_case_35	pos	tax(alice,2017,2384)
tax_case_36	pos	tax(alice,2017,10018)
tax_case_37	pos	tax(alice,2018,32045)
tax_case_38	pos	tax(alice,2017,243097)
tax_case_39	pos	tax(bob,2015,6812)
tax_case_4	pos	tax(alice,2012,192)
tax_case_40	pos	tax(alice,2017,279126)
tax_case_41	pos	tax(alice,2013,17783)
tax_case_42	pos	tax(bob,2015,8312)
tax_case_43	pos	tax(alice,2017,8439)
tax_case_44	pos	tax(alice,2017,34233)
tax_case_45	pos	tax(alice,2017,0)
tax_case_46	pos	tax(alice,2020,17399)
tax_case_47	pos	tax(alice,2017,45946)
tax_case_48	pos	tax(bob,2018,33068)
tax_case_49	pos	tax(alice,2015,82819)
tax_case_5	pos	tax(alice,2017,116066)
tax_case_50	pos	tax(alice,2017,4931)
tax_case_51	pos	tax(alice,2017,55528)
tax_case_52	pos	tax(alice,2017,72344)
tax_case_53	pos	tax(alice,2020,206332)
tax_case_54	pos	tax(alice,2019,62000)
tax_case_55	pos	tax(alice,2018,187552)
tax_case_56	pos	tax(alice,2015,130388)
tax_case_57	pos	tax(alice,2017,4073)
tax_case_58	pos	tax(alice,2017,21635)
tax_case_59	pos	tax(alice,2020,15236)
tax_case_6	pos	tax(alice,2017,180610)
tax_case_60	pos	tax(alice,2015,4331)
tax_case_61	pos	tax(alice,2015,25055)
tax_case_62	pos	tax(alice,2017,1844)
tax_case_63	pos	tax(bob,2019,20298)
tax_case_64	pos	tax(alice,2015,81487)
tax_case_65	pos	tax(alice,2016,14473)
tax_case_66	pos	tax(bob,2016,16023)
tax_case_67	pos	tax(alice,2016,207772)
tax_case_68	pos	tax(alice,2018,28292)
tax_case_69	pos	tax(alice,2014,264225)
tax_case_7	pos	tax(bob,2015,245359)
tax_case_70	pos	tax(alice,2016,178147)
tax_case_71	pos	tax(alice,2017,356472)
tax_case_72	pos	tax(alice,2013,7595)
tax_case_73	pos	tax(alice,2013,15109)
tax_case_74	pos	tax(alice,2017,4525)
tax_case_75	pos	tax(alice,2012,8883)
tax_case_76	pos	tax(alice,1997,46734)
tax_case_77	pos	tax(alice,2023,6449)
tax_case_78	pos	tax(alice,2019,14470)
tax_case_79	pos	tax(bob,2020,17402)
tax_case_8	pos	tax(alice,2017,12036)
tax_case_80	pos	tax(alice,2014,21452)
tax_case_81	pos	tax(alice,2012,10922)
tax_case_82	pos	tax(bob,2012,986)
tax_case_83	pos	tax(alice,2016,206073)
tax_case_84	pos	tax(alice,2017,2574)
tax_case_85	pos	tax(alice,2019,2477)
tax_case_86	pos	tax(alice,2017,0)
tax_case_87	pos	tax(alice,2018,243103)
tax_case_88	pos	tax(alice,2011,2334)
tax_case_89	pos	tax(alice,2018,0)
tax_case_9	pos	tax(alice,2018,10598)
tax_case_90	pos	tax(bob,2018,96641)
tax_case_91	pos	tax(alice,2017,247432)
tax_case_92	pos	tax(alice,2010,3274)
tax_case_93	pos	tax(alice,2015,102150)
tax_case_94	pos	tax(alice,2010,63345)
tax_case_95	pos	tax(alice,2017,174)
tax_case_96	pos	tax(alice,2003,7611)
tax_case_97	pos	tax(alice,2005,33069)
tax_case_98	pos	tax(alice,2015,14296)
tax_case_99	pos	tax(alice,2017,15037)
