s1_a_2_ii_pos	pos	OK	1	N=1
s1_a_2_iii_neg	neg	OK	2	N=0
s1_a_2_iii_pos	pos	OK	1	N=1
s1_a_2_iv_neg	neg	OK	1	N=0
s1_a_2_iv_pos	pos	OK	2	N=1
s1_a_2_neg	neg	OK	1	N=0
s1_a_2_pos	pos	OK	1	N=1
s1_a_2_v_neg	neg	OK	1	N=0
s1_a_2_v_pos	pos	OK	0	N=1
s1_b_i_neg	neg	OK	1	N=0
s1_b_i_pos	pos	OK	1	N=1
s1_b_ii_neg	neg	OK	0	N=0
s1_b_ii_pos	pos	OK	1	N=1
s1_b_iii_neg	neg	OK	1	N=0
s1_b_iii_pos	pos	OK	1	N=1
s1_b_iv_neg	neg	OK	2	N=0
s1_b_iv_pos	pos	OK	1	N=1
s1_b_neg	neg	OK	1	N=0
s1_b_pos	pos	OK	0	N=1
s1_b_v_neg	neg	OK	2	N=0
s1_b_v_pos	pos	OK	1	N=1
s1_c_i_neg	neg	OK	1	N=0
s1_c_i_pos	pos	OK	1	N=1
s1_c_ii_neg	neg	OK	0	N=0
s1_c_ii_pos	pos	OK	1	N=1
s1_c_iii_neg	neg	OK	1	N=0
s1_c_iii_pos	pos	OK	1	N=1
s1_c_iv_neg	neg	OK	1	N=0
s1_c_iv_pos	pos	OK	0	N=1
s1_c_neg	neg	OK	1	N=0
s1_c_pos	pos	OK	2	N=1
s1_c_v_neg	neg	OK	1	N=0
s1_c_v_pos	pos	OK	2	N=1
s1_d_i_neg	neg	OK	1	N=0
s1_d_i_pos	pos	OK	1	N=1
s1_d_ii_neg	neg	OK	1	N=0
s1_d_ii_pos	pos	OK	1	N=1
s1_d_iii_neg	neg	OK	1	N=0
s1_d_iii_pos	pos	OK	1	N=1
s1_d_iv_neg	neg	OK	1	N=0
s1_d_iv_pos	pos	OK	0	N=1
s1_d_neg	neg	OK	1	N=0
s1_d_pos	pos	OK	1	N=1
s1_d_v_neg	neg	OK	1	N=0
s1_d_v_pos	pos	OK	1	N=1
s2_a_1_A_neg	neg	OK	1	N=0
s2_a_1_A_pos	pos	OK	0	N=1
s2_a_1_B_neg	neg	OK	0	N=0
s2_a_1_B_pos	pos	OK	1	N=3
s2_a_2_A_neg	neg	OK	1	N=0
s2_a_2_A_pos	pos	OK	2	N=1
s2_a_2_B_neg	neg	OK	1	N=0
s2_a_2_B_pos	pos	OK	1	N=1
s2_b_1_A_i_II_neg	neg	OK	1	N=0
s2_b_1_A_i_II_pos	pos	OK	0	N=1
s2_b_1_A_i_I_neg	neg	OK	1	N=0
s2_b_1_A_i_I_pos	pos	OK	1	N=1
s2_b_1_A_i_neg	neg	OK	1	N=0
s2_b_1_A_i_pos	pos	OK	1	N=1
s2_b_1_A_ii_neg	neg	OK	0	N=0
s2_b_1_A_ii_pos	pos	OK	1	N=12
s2_b_1_A_neg	neg	OK	2	N=0
s2_b_1_A_pos	pos	OK	1	N=2
s2_b_1_B_neg	neg	OK	1	N=0
s2_b_1_B_pos	pos	OK	1	N=3
s2_b_1_neg	neg	OK	1	N=0
s2_b_1_pos	pos	OK	0	N=3
s2_b_2_A_neg	neg	OK	0	N=0
s2_b_2_A_pos	pos	OK	1	N=1
s2_b_2_B_neg	neg	OK	1	N=0
s2_b_2_B_pos	pos	OK	0	N=1
s2_b_2_C_neg	neg	OK	0	N=0
s2_b_2_C_pos	pos	OK	1	N=1
s2_b_3_A_neg	neg	OK	1	N=0
s2_b_3_A_pos	pos	OK	1	N=1
s2_b_3_B_neg	neg	OK	0	N=0
s2_b_3_B_pos	pos	OK	1	N=2
s3301_neg	neg	OK	1	N=0
s3301_pos	pos	OK	1	N=1
s3306_a_1_A_neg	neg	OK	0	N=0
s3306_a_1_A_pos	pos	OK	1	N=1
s3306_a_1_B_neg	neg	OK	1	N=0
s3306_a_1_B_pos	pos	OK	1	N=1
s3306_a_1_neg	neg	OK	0	N=0
s3306_a_1_pos	pos	OK	0	N=1
s3306_a_2_A_neg	neg	OK	2	N=0
s3306_a_2_A_pos	pos	OK	1	N=1
s3306_a_2_B_neg	neg	OK	0	N=0
s3306_a_2_B_pos	pos	OK	1	N=1
s3306_a_3_neg	neg	OK	1	N=0
s3306_a_3_pos	pos	OK	1	N=1
s3306_b_10_A_neg	neg	OK	0	N=0
s3306_b_10_A_pos	pos	OK	1	N=1
s3306_b_10_B_neg	neg	OK	1	N=0
s3306_b_10_B_pos	pos	OK	1	N=1
s3306_b_11_neg	neg	OK	0	N=0
s3306_b_11_pos	pos	OK	1	N=1
s3306_b_15_neg	neg	OK	1	N=0
s3306_b_15_pos	pos	OK	1	N=1
s3306_b_2_A_neg	neg	OK	0	N=0
s3306_b_2_A_pos	pos	OK	1	N=1
s3306_b_2_C_neg	neg	OK	0	N=0
s3306_b_2_C_pos	pos	OK	1	N=1
s3306_b_7_neg	neg	OK	1	N=0
s3306_b_7_pos	pos	OK	0	N=2
s3306_b_neg	neg	OK	1	N=0
s3306_b_pos	pos	OK	1	N=1
s3306_c_10_A_i_neg	neg	OK	0	N=0
s3306_c_10_A_i_pos	pos	OK	1	N=1
s3306_c_10_A_ii_neg	neg	OK	0	N=0
s3306_c_10_A_ii_pos	pos	OK	1	N=2
s3306_c_10_B_neg	neg	OK	1	N=0
s3306_c_10_B_pos	pos	OK	0	N=1
s3306_c_11_neg	neg	OK	1	N=0
s3306_c_11_pos	pos	OK	0	N=1
s3306_c_13_neg	neg	OK	1	N=0
s3306_c_13_pos	pos	OK	1	N=1
s3306_c_16_neg	neg	OK	1	N=0
s3306_c_16_pos	pos	OK	0	N=1
s3306_c_1_A_i_neg	neg	OK	1	N=0
s3306_c_1_A_i_pos	pos	OK	1	N=1
s3306_c_1_B_neg	neg	OK	1	N=0
s3306_c_1_B_pos	pos	OK	1	N=1
s3306_c_1_neg	neg	OK	1	N=0
s3306_c_1_pos	pos	OK	1	N=1
s3306_c_21_neg	neg	OK	0	N=0
s3306_c_21_pos	pos	OK	1	N=1
s3306_c_2_neg	neg	OK	1	N=0
s3306_c_2_pos	pos	OK	0	N=1
s3306_c_5_neg	neg	OK	1	N=0
s3306_c_5_pos	pos	OK	0	N=1
s3306_c_6_neg	neg	OK	1	N=0
s3306_c_6_pos	pos	OK	1	N=1
s3306_c_7_neg	neg	OK	0	N=0
s3306_c_7_pos	pos	OK	1	N=1
s3306_c_A_neg	neg	OK	1	N=0
s3306_c_A_pos	pos	OK	1	N=1
s3306_c_B_neg	neg	OK	1	N=0
s3306_c_B_pos	pos	OK	1	N=1
s63_a_neg	neg	OK	0	N=0
s63_a_pos	pos	OK	1	N=2
s63_b_neg	neg	OK	1	N=0
s63_b_pos	pos	OK	0	N=1
s63_c_1_neg	neg	OK	1	N=0
s63_c_1_pos	pos	OK	0	N=1
s63_c_2_A_i_neg	neg	OK	0	N=0
s63_c_2_A_i_pos	pos	OK	1	N=1
s63_c_2_A_ii_neg	neg	OK	1	N=0
s63_c_2_A_ii_pos	pos	OK	0	N=1
s63_c_2_B_neg	neg	OK	1	N=0
s63_c_2_B_pos	pos	OK	2	N=1
s63_c_2_C_neg	neg	OK	0	N=0
s63_c_2_C_pos	pos	OK	1	N=1
s63_c_3_neg	neg	OK	1	N=0
s63_c_3_pos	pos	OK	0	N=1
s63_c_5_neg	neg	OK	1	N=0
s63_c_5_pos	pos	OK	0	N=2
s63_c_6_A_neg	neg	OK	1	N=0
s63_c_6_A_pos	pos	OK	1	N=1
s63_c_6_B_neg	neg	OK	1	N=0
s63_c_6_B_pos	pos	OK	0	N=1
s63_c_6_D_neg	neg	OK	1	N=0
s63_c_6_D_pos	pos	OK	0	N=1
s63_c_7_i_neg	neg	OK	2	N=0
s63_c_7_i_pos	pos	OK	1	N=1
s63_c_7_ii_neg	neg	OK	1	N=0
s63_c_7_ii_pos	pos	OK	0	N=1
s63_d_2_neg	neg	OK	1	N=0
s63_d_2_pos	pos	OK	1	N=2
s63_d_neg	neg	OK	1	N=0
s63_d_pos	pos	OK	0	N=1
s63_f_1_A_neg	neg	OK	1	N=0
s63_f_1_A_pos	pos	OK	1	N=1
s63_f_1_B_neg	neg	OK	0	N=0
s63_f_1_B_pos	pos	OK	1	N=1
s63_f_2_A_neg	neg	OK	0	N=0
s63_f_2_A_pos	pos	OK	1	N=1
s63_f_2_B_neg	neg	OK	1	N=0
s63_f_2_B_pos	pos	OK	0	N=1
s63_f_3_neg	neg	OK	1	N=0
s63_f_3_pos	pos	OK	0	N=1
s68_a_1_neg	neg	OK	1	N=0
s68_a_1_pos	pos	OK	0	N=1
s68_a_2_neg	neg	OK	1	N=0
s68_a_2_pos	pos	OK	1	N=1
s68_b_1_A_neg	neg	OK	0	N=0
s68_b_1_A_pos	pos	OK	1	N=1
s68_b_1_B_neg	neg	OK	0	N=0
s68_b_1_B_pos	pos	OK	1	N=1
s68_b_1_C_neg	neg	OK	1	N=0
s68_b_1_C_pos	pos	OK	0	N=1
s68_b_1_D_neg	neg	OK	1	N=0
s68_b_1_D_pos	pos	OK	0	N=1
s68_f_neg	neg	OK	0	N=0
s68_f_pos	pos	OK	1	N=1
s7703_a_1_neg	neg	OK	1	N=0
s7703_a_1_pos	pos	OK	1	N=1
s7703_a_2_neg	neg	OK	0	N=0
s7703_a_2_pos	pos	OK	1	N=1
s7703_b_1_neg	neg	OK	0	N=0
s7703_b_1_pos	pos	OK	1	N=1
s7703_b_2_neg	neg	OK	1	N=0
s7703_b_2_pos	pos	OK	0	N=1
s7703_b_3_neg	neg	OK	1	N=0
s7703_b_3_pos	pos	OK	0	N=1
tax_case_1	pos	OK	0	N=1
tax_case_10	pos	OK	2	N=9
tax_case_100	pos	OK	0	N=1
tax_case_11	pos	OK	1	N=1
tax_case_12	pos	OK	1	N=1
tax_case_13	pos	OK	1	N=1
tax_case_14	pos	OK	0	N=1
tax_case_15	pos	OK	1	N=1
tax_case_16	pos	OK	23	N=16
tax_case_17	pos	OK	1	N=9
tax_case_18	pos	OK	1	N=1
tax_case_19	pos	OK	0	N=1
tax_case_2	pos	OK	1	N=1
tax_case_20	pos	OK	2	N=64
tax_case_21	pos	OK	0	N=1
tax_case_22	pos	OK	1	N=4
tax_case_23	pos	OK	0	N=1
tax_case_24	pos	OK	1	N=9
tax_case_25	pos	OK	1	N=1
tax_case_26	pos	OK	0	N=36
tax_case_27	pos	OK	1	N=36
tax_case_28	pos	OK	1	N=1
tax_case_29	pos	OK	0	N=1
tax_case_3	pos	OK	1	N=1
tax_case_30	pos	OK	1	N=1
tax_case_31	pos	OK	0	N=1
tax_case_32	pos	OK	1	N=1
tax_case_33	pos	OK	8	N=1
tax_case_34	pos	OK	0	N=1
tax_case_35	pos	OK	1	N=1
tax_case_36	pos	OK	1	N=1
tax_case_37	pos	OK	0	N=4
tax_case_38	pos	OK	1	N=1
tax_case_39	pos	OK	1	N=1
tax_case_4	pos	OK	0	N=1
tax_case_40	pos	OK	1	N=1
tax_case_41	pos	OK	2	N=16
tax_case_42	pos	OK	0	N=1
tax_case_43	pos	OK	1	N=1
tax_case_44	pos	OK	0	N=1
tax_case_45	pos	OK	1	N=4
tax_case_46	pos	OK	1	N=1
tax_case_47	pos	OK	0	N=1
tax_case_48	pos	OK	1	N=1
tax_case_49	pos	OK	1	N=1
tax_case_5	pos	OK	0	N=1
tax_case_50	pos	OK	2	N=1
tax_case_51	pos	OK	1	N=36
tax_case_52	pos	OK	1	N=1
tax_case_53	pos	OK	0	N=1
tax_case_54	pos	OK	1	N=9
tax_case_55	pos	OK	1	N=4
tax_case_56	pos	OK	0	N=1
tax_case_57	pos	OK	1	N=1
tax_case_58	pos	OK	1	N=1
tax_case_59	pos	OK	0	N=1
tax_case_6	pos	OK	1	N=27
tax_case_60	pos	OK	1	N=1
tax_case_61	pos	OK	1	N=1
tax_case_62	pos	OK	0	N=1
tax_case_63	pos	OK	1	N=1
tax_case_64	pos	OK	1	N=1
tax_case_65	pos	OK	1	N=1
tax_case_66	pos	OK	1	N=9
tax_case_67	pos	OK	0	N=1
tax_case_68	pos	OK	1	N=1
tax_case_69	pos	OK	1	N=1
tax_case_7	pos	OK	7	N=64
tax_case_70	pos	OK	1	N=1
tax_case_71	pos	OK	0	N=1
tax_case_72	pos	OK	1	N=1
tax_case_73	pos	OK	1	N=1
tax_case_74	pos	OK	1	N=1
tax_case_75	pos	OK	0	N=6
tax_case_76	pos	OK	0	N=4
tax_case_77	pos	OK	1	N=16
tax_case_78	pos	OK	12	N=1
tax_case_79	pos	OK	0	N=1
tax_case_8	pos	OK	1	N=9
tax_case_80	pos	OK	1	N=36
tax_case_81	pos	OK	0	N=1
tax_case_82	pos	OK	1	N=1
tax_case_83	pos	TIMEOUT	150	
tax_case_84	pos	OK	1	N=4
tax_case_85	pos	OK	1	N=16
tax_case_86	pos	OK	1	N=1
tax_case_87	pos	OK	1	N=1
tax_case_88	pos	OK	1	N=9
tax_case_89	pos	OK	1	N=1
tax_case_9	pos	OK	2	N=1
tax_case_90	pos	OK	0	N=1
tax_case_91	pos	TIMEOUT	151	
tax_case_92	pos	OK	0	N=1
tax_case_93	pos	OK	1	N=1
tax_case_94	pos	OK	1	N=1
tax_case_95	pos	OK	1	N=4
tax_case_96	pos	OK	0	N=1
tax_case_97	pos	OK	1	N=1
tax_case_98	pos	OK	1	N=16
tax_case_99	pos	OK	1	N=16
DONE
